time,id,location,accuracy,scale,algo,association_status,cl_radio,ap_cardinality
2017-09-01 19:28:30,193,2010600897,99.6013,5,4,f,2.4GHz,2
2017-09-01 19:28:30,194,2010400389,99.5636,5,4,f,5GHz,1
2017-09-01 19:28:30,195,2010300761,99.2724,5,4,t,2.4GHz,1
2017-09-01 19:28:30,196,2010600011,95.956,5,4,f,2.4GHz,2
2017-09-01 19:28:30,197,2010600016,93.0675,5,4,f,2.4GHz,3
2017-09-01 19:28:30,198,2010400597,99.2929,5,4,f,5GHz,1
2017-09-01 19:28:30,199,2010300144,98.7339,5,4,t,5GHz,2
2017-09-01 19:28:30,200,2010600875,99.8399,5,4,f,5GHz,1
2017-09-01 19:28:30,201,2010600140,99.4429,5,4,f,2.4GHz,1
2017-09-01 19:28:30,202,2010300159,99.622,5,4,t,5GHz,1
2017-09-01 19:28:30,203,2010400423,98.7429,5,4,t,5GHz,2
2017-09-01 19:28:30,204,2010600545,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,205,2010400566,99.6985,5,4,f,5GHz,1
2017-09-01 19:28:30,206,2010300563,99.6727,5,4,f,2.4GHz,1
2017-09-01 19:28:30,207,2010400481,99.2523,5,4,f,5GHz,2
2017-09-01 19:28:30,208,2010300388,96.8377,5,4,t,5GHz,1
2017-09-01 19:28:30,209,2010400491,99.7327,5,4,f,5GHz,1
2017-09-01 19:28:30,210,2010400087,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,211,2010600170,96.8298,5,4,t,5GHz,2
2017-09-01 19:28:30,212,2010600634,99.8,5,4,f,5GHz,1
2017-09-01 19:28:30,213,2010400509,98.8416,5,4,f,2.4GHz,2
2017-09-01 19:28:30,214,2010300776,99.8174,5,4,f,2.4GHz,1
2017-09-01 19:28:30,215,2010400452,99.0835,5,4,f,2.4GHz,1
2017-09-01 19:28:30,216,2010600218,99.6388,5,4,f,2.4GHz,1
2017-09-01 19:28:30,217,2010600011,96.9449,5,4,t,2.4GHz,1
2017-09-01 19:28:30,218,2010600908,99.8399,5,4,f,5GHz,1
2017-09-01 19:28:30,219,2010400454,97.66,5,4,f,2.4GHz,3
2017-09-01 19:28:30,220,2010600578,99.7791,5,4,f,5GHz,1
2017-09-01 19:28:30,221,2010300396,99.8204,5,4,f,2.4GHz,1
2017-09-01 19:28:30,222,2010300350,99.8075,5,4,f,2.4GHz,1
2017-09-01 19:28:30,223,2010400482,99.7261,5,4,f,5GHz,1
2017-09-01 19:28:30,224,2010400599,99.2929,5,4,f,2.4GHz,1
2017-09-01 19:28:30,225,2010400465,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,226,2010400055,99.0707,5,4,f,5GHz,1
2017-09-01 19:28:30,227,2010400098,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,228,2010600214,99.1241,5,4,f,2.4GHz,2
2017-09-01 19:28:30,229,2010600128,99.7643,5,4,t,2.4GHz,1
2017-09-01 19:28:30,230,2010400488,99.7915,5,4,t,2.4GHz,1
2017-09-01 19:28:30,231,2010600873,98.7185,5,4,f,5GHz,3
2017-09-01 19:28:30,232,2010400486,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,233,2010300656,99.4566,5,4,f,2.4GHz,2
2017-09-01 19:28:30,234,2010600150,99.6667,5,4,t,2.4GHz,1
2017-09-01 19:28:30,235,2010600633,99.6838,5,4,f,5GHz,1
2017-09-01 19:28:30,236,2010600697,99.212,5,4,t,5GHz,2
2017-09-01 19:28:30,237,2010600463,98.7188,5,4,f,5GHz,3
2017-09-01 19:28:30,238,2010300719,99.75,5,4,t,2.4GHz,1
2017-09-01 19:28:30,239,2010600547,99.7915,5,4,f,5GHz,1
2017-09-01 19:28:30,240,2010300148,98.7254,5,4,f,2.4GHz,2
2017-09-01 19:28:30,241,2010400325,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,242,2010600133,99.7818,5,4,f,2.4GHz,1
2017-09-01 19:28:30,243,2010400409,99.4453,5,4,t,5GHz,1
2017-09-01 19:28:30,244,2010400324,98.5858,5,4,t,5GHz,1
2017-09-01 19:28:30,245,2010600118,99.7051,5,4,t,2.4GHz,1
2017-09-01 19:28:30,246,2010400290,99.3496,5,4,t,2.4GHz,1
2017-09-01 19:28:30,247,2010400451,99.4453,5,4,t,5GHz,1
2017-09-01 19:28:30,248,2010600163,98.0554,5,4,f,5GHz,2
2017-09-01 19:28:30,249,2010300137,99.3849,5,4,t,2.4GHz,1
2017-09-01 19:28:30,250,2010300394,99.5196,5,4,f,2.4GHz,1
2017-09-01 19:28:30,251,2010400028,99.7643,5,4,f,5GHz,1
2017-09-01 19:28:30,252,2010300411,99.4117,5,4,f,2.4GHz,1
2017-09-01 19:28:30,253,2010400164,98.6923,5,4,f,5GHz,2
2017-09-01 19:28:30,254,2010600113,99.7051,5,4,f,2.4GHz,1
2017-09-01 19:28:30,255,2010600921,99.0474,5,4,f,2.4GHz,3
2017-09-01 19:28:30,256,2010400018,99.2023,5,4,f,5GHz,1
2017-09-01 19:28:30,257,2010400578,98.5803,5,4,f,2.4GHz,2
2017-09-01 19:28:30,258,2010400337,99.6838,5,4,f,2.4GHz,1
2017-09-01 19:28:30,259,2010400581,99.6838,5,4,t,2.4GHz,1
2017-09-01 19:28:30,260,2010600895,99.0006,5,4,f,2.4GHz,2
2017-09-01 19:28:30,261,2010400486,99.8333,5,4,t,5GHz,1
2017-09-01 19:28:30,262,2010300717,98.1887,5,4,f,2.4GHz,2
2017-09-01 19:28:30,263,2010300389,99.3675,5,4,f,2.4GHz,1
2017-09-01 19:28:30,264,2010600547,99.8,5,4,t,5GHz,2
2017-09-01 19:28:30,265,2010400607,99.1708,5,4,f,5GHz,1
2017-09-01 19:28:30,266,2010300562,99.6838,5,4,t,5GHz,1
2017-09-01 19:28:30,267,2010600922,97.8111,5,4,f,5GHz,3
2017-09-01 19:28:30,268,2010400521,99.7418,5,4,t,5GHz,1
2017-09-01 19:28:30,269,2010300660,99.6348,5,4,t,5GHz,1
2017-09-01 19:28:30,270,2010600652,99.2996,5,4,t,5GHz,2
2017-09-01 19:28:30,271,2010400637,97.1969,5,4,t,5GHz,1
2017-09-01 19:28:30,272,2010400574,99.4227,5,4,f,2.4GHz,1
2017-09-01 19:28:30,273,2010400476,99.6985,5,4,t,5GHz,1
2017-09-01 19:28:30,274,2010600208,99.6536,5,4,f,5GHz,1
2017-09-01 19:28:30,275,2010300666,99.2089,5,4,f,2.4GHz,2
2017-09-01 19:28:30,276,2010400591,98.6771,5,4,f,2.4GHz,1
2017-09-01 19:28:30,277,2010600128,99.6838,5,4,f,2.4GHz,1
2017-09-01 19:28:30,278,2010300672,99.7113,5,4,f,2.4GHz,1
2017-09-01 19:28:30,279,2010600081,99.6536,5,4,t,2.4GHz,1
2017-09-01 19:28:30,280,2010600642,99.3511,5,4,f,5GHz,2
2017-09-01 19:28:30,281,2010600977,97.0098,5,4,t,5GHz,2
